user_id,product_id,product_title,category,features,click,sentiment,u_idx,i_idx,seq,price_scaled,category_encoded,color_encoded,material_encoded
AFEQAYJ66AYSXBLJQCZOTWJTFXAA,B07L83C4LH,Zoostliss Universal Clear Nail Polish Organizer Holder for 48 Bottles Adjustable Dividers,Beauty & Personal Care,"['SEE-THROUGH NAIL POLISH HOLDER: This clear nail polish holder provides you with a good glance at what color and brand you need among the polishes in the case.And it is dust free container for nail polish, comparing to the nail polish rack', 'SAVE YOUR SPACE: The compact nail polish organizer can store 48 pcs nail polish visibly accessible and orderly. It can be placed on your counter top or dresser horizontally or uprightly, making your counter neater with more space', 'UNIVERSAL NAIL POLISH CASE: This universal nail polish case are suitable for most nail polish brand. Besides a good polish holder, the case is a perfect container for other items like essential oils, small drug bottle ect. Perfect for girl gift, too', 'ADJUSTABLE DIVIDER: The flexible-design nail polish holder equips adjustable divider on each side, which has more room for other nail tools(like brushes, files etc.) and longer(or shorter) nail polish bottle', 'BOX SIZE: 13.5(L)*13.0(H)*3.4(W) in Weight: 2.14 pound Cell Size: 1.77(L)*3.94(H)*1.46(W)']",1,0.0,8,7,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 7]",-0.48979523443668505,0,3,6
AFVKQ2KRF3TYAHAPDATAGIA2NERQ,B08HGBVGFY,"Plano Molding 135430 Stow N' Go Pro Rack with 4 #23500s Prolatch Organizers,Graphite Gray, Sandstone",Tools & Home Improvement,"['Plano Molding Company| Keeping you organized since 1952', 'Organizer Includes 4 small ProLatch StowAway utility boxes (size 3500) with adjustable dividers', 'Clear door covers entire system to secure organizers in place | Great for office, pantry, crafting room or kids room', 'Dimensions: 11"" Long by 10"" Tall', 'Made in the USA']",0,-0.34,11,11,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11]",-0.41110171949609836,1,4,2
AGM5UXET3XX3DUU72FX52Y34V24A,B000FHBH0A,LASCO 08-1529 Faucet Black Sink Spray Head,Tools & Home Improvement,"['The Product Is Easy To Use', 'The Product Is Highly Durable And Handle', 'The Product Is Manufactured In China', 'Brand Name: Lasco']",0,-0.5927,17,0,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0]",-0.7653532568532246,1,1,6
AH2RTUHR6HFPDYZUTNZIG2BILG2Q,B09DK3C6CL,Antrader Metal 2.6-Inch Pulls in Bronze Sliding Door Handles for Gates Cabinet Drawer Door Pack of 12,Tools & Home Improvement,"['Package Content : 12pcs x Pull Handles, 24pcs x Screws', 'Color: Bronze; Material: Metal; Net Weight: 100g', 'Mounting Hole Distance: 6.6cm/ 2.6""; Mounting Hole Diameter: 0.4cm/ 0.16""', 'Total Size: 8 x 1.5 x 2cm/ 3.15"" x 0.6"" x 0.8""(L*W*H)', 'Used on door, drawer, cabinet, cupboard, etc']",0,0.5023,18,15,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 15]",-0.8816941676457863,1,2,4
AED6UICRNOJQL2NOFWTF7UPKLYMA,B0C4BTYRFK,"Sunco 12 Pack Vanity Globe Light Bulbs G25 LED for Bathroom Mirror 40W Equivalent 6W, 6000K Daylight Deluxe, Dimmable, 450 LM, E26 Base, Round Frosted Decorative Bulb, UL",Tools & Home Improvement,"['Top Rated Dimmable G25 LED Globe Light Bulb with E26 Edison Screw Base', 'DIMMABLE - Seamless dimming capabilities (10%-100%) to suit any mood or decor. Our G25 LED globes offer sunlight-like quality for true color rendering. Ideal applications include vanities, chandeliers, pendant ceiling fixtures in bathrooms, kitchens or any room in your home. Also great for theatrical makeup mirrors, hair salons, and barbershops.', ""SAVE ENERGY - Lower your energy consumption instantly (up to 85%) by converting to LED! Sunco's LEDs are a sustainable choice by offering a longer lifetime than traditional bulbs (halogen, incandescent, fluorescent) to reduce maintenance."", 'UL CERTIFIED - We uphold the highest standards for all our products by testing each product for optimal performance and safety. Our G25 LED bulbs provide instant start up with no warm up. They have no buzzing or flickering for maximum eye comfort.', 'SUNCO BENEFITS - 5-Year Warranty! Sunco is proudly based in the USA, offering quality products at affordable prices backed by industry-leading warranties and knowledgeable support specialists. Not for sale in California.']",1,0.8157,2,18,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 18]",-0.20194952031845917,1,0,6
AG26Z5IGGXD6WO5UVRBFU7KJLAOA,B092W1C1TZ,TomCare Solar Lights Metal Solar Torch Lights Flickering Flame Outdoor Lighting Decorative Landscape Pathway Garden Lights Waterproof Solar Powered Dusk to Dawn Auto On/Off for Patio Yard Pool 4 Pack,Tools & Home Improvement,"['Retro Metal Solar Torches: Made of quality metal material, rust resistant bronze coated finish, this solar flame light is durable for outdoor use. Also, its new version appearance looks more elegant and vintage. This is the best decorative lighting for your house.', 'Realistic Flames Effect: The amazing flicking flames design, along with its warm light, makes it look like real flames. Light up your garden, pathway, front gate or yard, creating a welcoming ambience.', 'Energy-saving & Waterproof: IP65 waterproof grade, ready for all weather conditions, no worries about raining, snowing. Perfect for outdoor lighting. It is solar-powered, simply put it in direct sunlight for charging.', 'Long Working Time: Equipped with high-efficiency solar panel and high capacity battery(2000mAh), after fully charged in direct sunlight, this solar torches light will light up 10 hours in summer and 5 hours in winter. Note: charging time will be influenced by weather condition.', 'Easy to Install: No wires needed, simply install them into the ground, no need to spend too much time on installation. We always stand behind our products. If you have any questions, please do not hesitate to contact us, we would be more than happy to assist with a satisfactory solution.']",0,-0.7275,13,13,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 13]",1.366691973513834,1,2,4
AEUZCYKA3BRPM44N7OJ4B5KVBN5Q,B097Z5YQT6,byAlegory Acrylic Makeup Eyeshadow Palette Organizer W/ Removable Dividers | 10 Space Vanity Desk Storage Fits All Palette Sizes - Clear,Beauty & Personal Care,"['DESIGNED to fit virtually all palette brands & sizes w/ removable dividers', 'FORMED from a single piece, No glued pieces that will fall apart', 'MADE of crystalline acrylic for a flawless clear look that will never yellow or cloud', 'SIZE 9.88L x 5.62W x 3.75H inches w/ .78 wide slots', 'ORGANIZE 10+ individual palettes - Designed with 11 removable dividers to fit thicker palettes or cosmetics', 'THICK acrylic with rounded edges offers a beautiful look and feel', 'PACKAGED in soft protective foam within a professional black and metallic silver box', 'Visit the amazon BY ALEGORY store link above for all beauty storage products']",0,0.6997,4,14,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 14]",-0.43724574439330327,0,3,0
AFANN5CTDD2ISSSBPYEQPNTPM7CA,B002G9TUM2,"Gatco 1408 Wall Mount Mirror with 14-Inch Swing Arm Extents, Satin Nickel",Beauty & Personal Care,"['N/a 0%', 'Convenience is just an arm’s reach away with Gatco’s Retractable Cosmetic Mirrors. Featuring a 3X magnification on the reverse side of each mirror, along with accessible functionality as each mirror can extend and retract from its mounted surface.', 'Precisely hand polished and HAND CRAFTED from High Caliber Metalwork making for a lifetime of durability', 'EASILY mount this product on a variety of surfaces including tile and drywall. Conveniently coordinates with other Gatco collections and accessories', 'With consumer satisfaction in mind, Gatco products have always included a LIFETIME WARRANTY along with all necessary hardware and installation instructions', 'Offered in three STUNNING finishes, Chrome, Satin Nickel and Polished Brass']",0,0.1531,5,1,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 1]",2.3136285552905957,0,9,4
AE5F7IHNDJQYXAJ4BUWK7ZIKGAWA,B07M689Z7R,Wahl USA Elite Pro High-Performance Corded Home Haircut & Grooming Kit for Men – Electric Hair Clipper – Model 79602M,Beauty & Personal Care,"['Finest Precision Blades - Self sharpening, stay sharp longer to cut all hair types. Adjustable taper lever makes it easy to fade and blend', 'SECURE-SNAP Premium Guards W/ Stainless Steel Clips - Guide combs make haircutting at home safe, smooth and easy', 'Powerful & Durable Motor - Quiet, low noise superior performance haircut machine', 'Premium Accessories – Shears / scissors, styling comb, cape / bib, blade oil, cleaning brush, handled storage case, drawstring pouch for guards, cord wrap, blade guard', 'Limited Lifetime Warranty - For home use only, not valid if used as professional barber clippers. Not for international use, made for USA electrical wall outlets only. *Based on North American Dollar Sales', 'Upgrade Now - brand for hair clippers, beard & mustache trimmers. * Made in the U.S.A, this high-performance hair clipper is our best for hair cutting & grooming', 'Best Gift - For Dads, Sons, Boyfriends, for Christmas or holidays. Black and chrome design for a sleek, professional look.']",1,0.2374,0,8,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 8]",0.4976645859307437,0,1,8
AFFFVUA7JPDUWCPP2EUVIWCHGNIQ,B08LVGV5DX,"OLIGHT Baton3 Premium Edition 1200 Lumens Compact LED Flashlight Powered by a Single Rechargeable Battery, with Charging Box, Black",Tools & Home Improvement,"['[Lightweight & Durable] The upgraded Baton3 is designed with an aluminum alloy case, which makes it wear and waterproof and corrosion resistant for the long durable experience. Further, the rechargeable flashlight weighs about 53g with the battery, so that you can easily carry it around', '[Mini Yet Powerful] The measurements of the flashlight are 2.1cm of head diameter, length of 6.3cm, weighs 53g and it is equipped with an TIR lens, which is powered by an high light efficiency lamp beads of SST40(5A), which sheds out a max output of 1200 lumens, with a range capacity of 166 meters, to whenever you need it', '[Portable Charger] The portable charger provided with the flash light will not only extend the battery life, but also prevent the risk of accidental triggering of its side button, to provide you with the sense of security', '[Magnetic Tail Cap & Charging Cable] The lower part of the pocket torch has a unique magnetic tail cap, to support you with a stable handstand and absorbability onto the iron surface for lighting, for that hands free experience. Further, the magnetic tail cap is compatible with MCC 1A/MCC3 magnetic charging cable, making it super convenient', '[Six Modes Available] There are 6 light modes, where you can choose between the Mode1:1200-300 lumens, Mode2: 300 lumens, Mode3: 60 lumens, Mode4: 12 lumens, Mode5: 0.5 lumens or the strobe at 13Hz, 1200 to 650 lumens, as per your preference, for that ultimate flashlight experience']",1,0.9817,9,12,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 12]",1.5486543867983804,1,1,1
